idx,textO,textC,textE,textA,textN,cOPN,cCON,cEXT,cAGR,cNEU
1229,"I wouldn't say I'm exactly adventurous. College is a huge change from high school, where I never had to study.  Everything feels new and overwhelming, even though the classes themselves aren't difficult yet.  I'm trying to adapt, but it's a slow process.  I'm not sure I'd actively seek out new experiences, it's more that life is forcing me to adapt to new situations.","I definitely haven't been very organized or disciplined since starting college.  My time management skills are... lacking.  I struggle to stay on track with my studies, and the stress has made it hard to focus.  I'm trying to improve, limiting my partying and focusing on schoolwork. The rewarding part is the thought of succeeding in school and being with my boyfriend.","Going out every night with my sorority sisters is draining.  It's not my scene. I'm more comfortable with smaller groups of close friends, having relaxed evenings instead of the constant party atmosphere. The fulfillment comes from the connection with my boyfriend despite the distance. Social situations outside of that tire me out.","My parents' disapproval of my boyfriend causes a lot of conflict. I prioritize my happiness and our relationship. I try to explain my feelings, but they're not open to understanding. It's frustrating, but my commitment to my relationship overrides the conflict.","Starting college has been incredibly stressful and anxiety-inducing.  I get overwhelmed easily and I tend to retreat inward, sometimes crying for hours.  I'm trying to find healthier coping mechanisms. My boyfriend and my friends are a great support system.  Even just talking to them helps to calm me down.",n,n,y,n,y
1230,"I'm not one for radically new experiences.  While I appreciate the concept of trying new things, my essay shows I prefer to focus on projects I deem worthwhile and challenging, even creating artificial challenges if necessary.  Spontaneity isn't really my style; I value structure and a clear sense of purpose.","I approach goals methodically.  My essay demonstrates this through my detailed assessment of the effort required for this writing assignment.  I manage my time effectively, prioritizing tasks based on their perceived difficulty and importance.  I find sustained effort less challenging than unexpected obstacles, and the reward is a sense of accomplishment.","I prefer solitude and find large social gatherings draining. My essay reveals my preference for smaller interactions, and my shyness points to a need for time alone to recharge. While I value friendships, I don't seek them out actively.  Meaningful connections are more rewarding than superficial ones.","I address disagreements calmly and rationally, focusing on finding a mutually agreeable solution rather than winning. My essay shows I adapt expectations instead of getting angry in conflict. I prioritize fairness and understanding, even with those who lie.  I generally avoid confrontation and instead focus on managing my expectations.",I tend to remain emotionally stable and resilient. My essay makes it clear that I have learned to manage stressful situations by adopting a detached perspective and reframing challenges.  Negative emotions don't typically affect me deeply; I tend to simply move on to new things.  This emotional distance is partly a result of past experiences.,n,y,n,y,n
1231,"I haven't really tried anything drastically new lately.  Joining a fraternity was a bit of a leap, I guess, meeting so many people so quickly. But mostly, things feel pretty familiar.  I’m comfortable with my routines and haven't felt a strong pull toward radically different experiences.","Setting and achieving goals isn't really my strong suit. I procrastinated a lot on this paper. I didn’t really plan my time well, and I only managed to finish because the deadline was looming.  Honestly, it was more about avoiding trouble than proactive planning.  The reward? Getting the grade, I guess.","The fraternity has been a really fun, high-energy experience.  I thrive on being around a lot of people, and the constant social interaction really energizes me. It’s confirmed that I prefer situations filled with people and activity.  Quiet time makes me restless.","I don’t always handle disagreements well. For example, my dad is mad because he thinks I’m not taking enough responsibility. I tend to avoid direct conflict; it's easier to just go with the flow and avoid confrontation. I prioritize keeping the peace, even if it means compromising my own views.","I get stressed easily, especially when I have deadlines.  My initial response is usually to procrastinate and avoid the source of stress.  But that just makes it worse. I try to cope by listening to loud music, but I know it’s not a healthy way to deal with anxiety. This paper was a pretty stressful experience.",n,n,n,n,n
1232,"I guess trying out for the UT dance team, even though a part of me thinks it’s pointless, could be considered something new.  I’m motivated by the idea of maybe, possibly, dancing on Broadway someday, even if it feels like a far-off dream.  Honestly, right now, I'm more focused on Justin Timberlake than my future career.","I haven't really set any goals that required sustained effort. I mean, I *want* a boyfriend, but that’s not exactly something I can plan for.  My time management skills are… nonexistent.  Challenges? Yeah, everything is a challenge right now, mostly because I hate my classes and  getting myself to class in general.","Meeting that hot guy at my dorm was energizing!  Talking to him, maybe even getting to know him… that’s exciting.  Draining social experiences?  Probably most of my classes.  I don't really like the people there.  The fulfilling interactions are the ones where I'm actually having fun and not stressed.","Brandon, he really gets on my nerves with his… flamboyance.  I just don't understand him and Jennifer. My priority in this type of situation is really just to stay out of it, although I do secretly want to know what is really going on.","I’m stressed and anxious all the time!   It's overwhelming. Today, being sick to my stomach in ballet class was awful and I felt terrible. I deal with it by distracting myself – thinking about Justin Timberlake or that cute guy helps a lot.  Sometimes I pray, but I mostly forget.",y,n,y,n,y
1233,"I recently started taking an architecture class, which is a far cry from my premed aspirations.  What initially sparked my interest was the sheer fascination with the creative process and design. While I still plan to pursue a medical career eventually, architecture provides a welcome creative outlet and has opened my mind to new possibilities.","Balancing my studies, workouts, and social life has been challenging, but I’ve established a routine that helps. I use a planner to schedule everything and prioritize tasks, ensuring I allocate enough time for studying and fitness.  While I sometimes struggle to stick to my schedule, I find that rewarding myself after accomplishing goals helps me stay committed.","Going to my sister's birthday in Dallas last weekend was incredibly energizing.  Spending time with friends and family, especially my best friend Zach, recharged me and helped me feel connected.  Conversely, larger, more impersonal social gatherings can leave me feeling drained. I value close relationships and smaller, more intimate social settings.","My sister Jennifer and I have very different opinions on many things.  While I’ve had to bluntly give her some difficult truths about her life choices, my priority has been to support her. I believe in direct honesty but also in offering compassion and trying to understand her perspective. I also don't push myself to change her mind.","When I’m juggling my many commitments, I often feel overwhelmed.  My initial response is usually anxiety; however, I try to manage my stress through exercise and focusing on smaller, achievable goals. Organizing my to-do list and breaking tasks into manageable steps helps me feel more in control and less anxious.",y,y,y,n,y
1234,"I wouldn't say I'm particularly drawn to radically new experiences.  While I enjoy watching Dragonball Z, with its fantastical elements, and I’m open to trying new foods (like the ones my roommate buys from HEB), I generally prefer familiar routines and activities.  The prospect of significantly altering my lifestyle or exploring unfamiliar territory doesn't particularly excite me.  I am content with what is comfortable and familiar.","I'm pretty organized when it comes to my studies, although I may sometimes procrastinate.  For example, I'm aware of my upcoming quizzes and readings but haven't yet started them.  I manage my time by prioritizing immediate tasks, such as watching my favorite shows, and I tackle bigger assignments (like the 20-minute writing assignment) only when necessary.  I find the most rewarding aspect of accomplishing a task is the satisfaction of completing it. The challenging aspect is balancing my priorities (school, social activities, and relaxation).","I'd describe myself as fairly introverted. While I enjoy spending time with friends at Lake Travis and attending CBS (Chinese Bible Study) to meet new people, large social gatherings leave me feeling drained.  I prefer smaller, more intimate interactions.  My ideal weekend involves a balance of alone time and time spent with close friends doing activities I enjoy, like watching football and playing basketball.","I tend to avoid conflict. When disagreements arise, I usually try to understand the other person's perspective rather than engage in heated debate. For example, while I may complain about my roommate's snoring or his forgetting assignments, I don't actively seek confrontation.  Maintaining harmony and avoiding unnecessary drama is generally a higher priority for me than being assertive.","I don't usually experience significant stress or anxiety. While the heat and humidity in Austin bother me, and my roommate's snoring interrupts my sleep, these are minor inconveniences. I generally handle stressful situations with humor and try to find solutions practically. When necessary, I may take a more aggressive approach, like hitting my roommate to stop him from snoring. However, I tend not to dwell on negative emotions.",n,y,n,n,n
1235,"I'm always up for trying new things, even if it means stepping outside my comfort zone.  For example, I recently started thinking more critically about societal issues, like why someone might only seem friendly to certain groups of people.  It made me uneasy, but it was an important perspective to consider. Afterward, I felt a sense of accomplishment for voicing my thoughts, even though it felt a little awkward.","Honestly, meeting deadlines isn't really my strong suit.  This essay itself is a testament to that!  I tend to work in spurts, focusing intensely when inspiration strikes and then letting things slide until the last minute.  It's a chaotic approach, but it's how I function best.  The pressure of a deadline can sometimes spur me to greater creativity, though!",I enjoy social interaction when it's with the right people and in the right setting.  Energetic conversations with friends where we discuss interesting or important things are amazing! But forced small talk or interactions with people I don't click with can leave me feeling drained and exhausted. These experiences have taught me the value of selecting my social engagements carefully.,"I'm pretty direct, even blunt sometimes.  I feel it's important to be frank, which can sometimes lead to disagreements.  For instance, I recently pointed out to a friend what I saw as a bias in their interactions.  I prioritized expressing my concerns honestly, even if it meant risking a conflict.  Getting my point across is more important to me than avoiding conflict, even if it might cause some tension.","I definitely don't stress easily.  I approach life and most problems in a rather relaxed manner. I can handle most challenges without getting overly anxious or stressed. Even this essay, which I'm completing late at night, doesn't feel overwhelmingly stressful – more like a fun challenge.",y,n,y,n,n
1236,"I'm not someone who actively seeks out radically new experiences. I value my routine and comfort zone. However, I did try online gaming once, which was very outside of my normal activities.  I was motivated by a friend's insistence, and while I didn't hate it, I also didn't find it particularly fulfilling. It confirmed my preference for more solitary activities.","Setting and maintaining a consistent workout routine has been a major goal of mine.  I found that scheduling specific times and treating them like important appointments, along with using a fitness tracker to monitor my progress, helped keep me accountable. When life got in the way, I adjusted my schedule rather than abandoning it entirely. The rewarding aspect is definitely the physical improvements and feeling healthier; the challenge is maintaining consistency amid life's interruptions.",A large gathering of people generally leaves me feeling drained. Small get-togethers with close friends I am comfortable with allow me to relax and be myself. I find that interactions involving superficial small talk are draining and often avoid them. Knowing this preference allows me to prioritize quality time with my closer friends.,"I try to approach disagreements by listening carefully to the other person's perspective before stating my own. My priority is to understand their viewpoint, even if I don't agree. I find that calmly explaining my perspective often leads to a resolution, and I prioritize maintaining a respectful relationship above proving myself right.","When I feel stressed, my initial reaction is often to withdraw and become quiet. However, I've learned that acknowledging my anxiety and allowing myself to feel it for a moment, then engaging in activities that soothe me – such as working out or listening to music – is crucial. It takes a conscious effort to remind myself that these feelings will pass.",n,y,n,y,n
1237,"I wouldn't say I'm exactly an adventurous person.  The essay shows I went back to my hometown for Labor Day, even though I didn't really want to, mainly to avoid being alone in Austin. That wasn't exactly a new experience for me, more a familiar comfort despite some underlying unhappiness with the situation.  I'm not one for seeking out drastically different experiences; I prefer familiarity and routine.","I am quite organized and structured in my life; my happiness relies on a solid schedule. My essay indicates I coordinate my day effectively, setting an alarm and making sure I'm up early enough for my classes. I take pride in maintaining a well-planned schedule and prioritizing my academic responsibilities.  I also worry about my boyfriend, which reflects a conscientious commitment to my relationships.","While I enjoy the company of close friends (like my friend who convinced me to return home), the essay shows that large social gatherings or unfamiliar social situations don’t really energize me. I'm comfortable in my established social circles. The trip back home was probably more for the comfort of familiar faces than a desire for intense socializing.","I value my relationships and try to maintain harmony, as evidenced by my concern for my boyfriend and my willingness to compromise on my wake-up time to please my roommate. While the essay doesn't directly describe a conflict, my concern for my boyfriend's well-being even when I disagree with his coping mechanisms suggests I prioritize understanding and support in my interactions with others.","The essay reveals some anxieties and worries. I’m concerned about my boyfriend’s well-being and struggles, and even the minor stress of navigating university technology systems causes me frustration. I manage this stress by relying on my routine, focusing on my school schedule, and trying to maintain a positive outlook through prayer and faith in my partner.",n,y,y,y,n
1238,"I don't really seek out new experiences.  I'm pretty content with my routine and familiar things. The essay reflects that I mostly focus on my immediate social circle and daily life, rather than exploring new ideas or activities.  I’m comfortable in my current situation.","I aim to maintain a decent GPA; it's a major goal.  While I procrastinate (as the essay shows), I eventually get my homework done, driven by the need to avoid bad grades.  I don't have any highly structured time management techniques, but I react to deadlines.  The stress of possible failure motivates me, although it isn't always efficient.","Going out with friends is energizing.  I get bored easily when I'm alone. The essay shows I'm very focused on my social life – my friends, boyfriend, and the need to stay in touch.  I need social interaction to feel good, and being isolated is draining. I crave social interaction.","I try to avoid direct conflict. The essay shows I worry about upsetting others (like Heather), and I avoid confrontation with my mom, even though she can be annoying. My priority is maintaining harmony, even if it means suppressing my own feelings sometimes.  Maintaining relationships is key for me.","I worry a lot, as evidenced by the essay's repetitive anxieties about school, relationships, and even minor things like waiting for a phone call. I cope by distracting myself or hoping things work out, but I don't have elaborate stress management techniques. The frequent expressions of worry and anxiety show a tendency toward neuroticism.",n,y,y,y,n
1239,"I wouldn't say I'm particularly adventurous.  I'm pretty comfortable with my routine.  The only somewhat new thing I've tried recently was sticking with this pencil for an unusually long time. I guess I was motivated by sheer laziness to find a replacement. It hasn’t really changed my outlook on life, though.","I'm not the most organized person.  Grading for EE316 requires consistent effort, and I usually manage by just plowing through it. I don't use any special time management techniques; I just keep at it until it's done. The most rewarding aspect is helping students succeed, even if it means dealing with failing grades. It can be challenging to remain objective and enforce standards fairly.","I find large social gatherings draining. My roommate and his friend’s conversation about their party yesterday just made me feel exhausted. I prefer smaller, more intimate settings. This experience reinforced my preference for quiet time and close friendships over large, boisterous crowds.","I try to avoid conflict.  If I disagree with someone, I tend to keep quiet rather than cause a scene. My priority is avoiding confrontation. It's probably not the best approach but it's how I deal with things.","I get stressed easily. While writing this, hunger, tiredness, interruptions and the cold room have all contributed to my anxiety. My initial response is usually to feel overwhelmed.  To manage, I just try to keep going and finish the task at hand; that helps me feel more in control.",n,n,n,n,y
1240,"I don't often try new things, preferring familiar routines and people.  The essay doesn't directly describe a time I tried something new. My reluctance to step outside my comfort zone is probably why I haven't explored many new activities or perspectives.  It's safer to stick with what I know, even if it's not always exciting.","I struggle with long-term goals. The essay shows I have difficulty following through on commitments, even when it involves seeing Kenny Chesney. My lack of organization and planning, along with my tendency to prioritize immediate gratification over long-term objectives is a major reason for this.","Social situations often drain my energy, especially large parties like the one described in the essay.  I much prefer intimate settings with close friends.  The constant need to engage in small talk or maintain a cheerful facade makes me anxious. I avoid large gatherings and generally prefer to stay home or engage with people on my own terms and in a small group.","I don't handle disagreements well, and my friendships are clearly strained, as evidenced by the conflict with Carlo. I tend to avoid confrontation, even when it is necessary to resolve underlying issues.   I'm often more focused on maintaining the relationship than expressing my own needs or perspectives fully.","I experience high levels of stress and anxiety, as evidenced by my overall negative outlook and emotional responses within my writing. The essay indicates that social pressures and conflicts with friends frequently leave me feeling overwhelmed and emotionally drained.  I tend to react by isolating myself rather than seeking constructive solutions.",n,n,n,n,y
1241,"I've always been drawn to new experiences, although sometimes the thought of deviating from a familiar path can be daunting.  Coming to UT and choosing business school over a soccer scholarship was a huge leap – a new environment and a completely different career path than I'd imagined. While initially hesitant, the excitement of a challenging academic environment and the prospect of a successful business career ultimately outweighed my love for the game. I feel good about that decision now.","While I'm ambitious and set high goals for myself (like succeeding in business school), maintaining consistent effort can be a struggle. I'm not naturally highly organized, and I tend to procrastinate sometimes. My strategy involves setting short-term, manageable goals and using external deadlines to motivate myself. This semester, I promised my parents good grades, which helps keep me focused on studying, even when it gets tough.","The football game was an incredibly energizing social experience.  Being surrounded by thousands of people, the excitement of the game, and the shared energy created an electrifying atmosphere.  I thrive in large group settings, and this experience reinforced my preference for being in lively social environments. On the other hand, extended periods of quiet solitude are not my favorite.","I generally try to approach disagreements with understanding and compromise. My priority is maintaining positive relationships, so I try to find common ground and find solutions that work for everyone involved. I'm currently getting to know a girl in my psychology class, and I'll definitely prioritize her feelings if we have any disagreements, even if that means I have to compromise slightly.","I can get stressed easily, sometimes overthinking things (like my decision to come to UT or my relationship with my parents).  When I feel anxious, I usually reach out to people I trust – my sister, my parents, or even just friends – to talk it out.  I also find that focusing on short-term goals and breaking larger anxieties down into smaller, more manageable chunks helps me to stay calm.",y,n,y,y,y
1242,"I've always been fascinated by the stars and constellations.  The sheer vastness of space and the possibility of other life forms has captivated me since I was young.  While I haven’t actually gone stargazing on a picnic yet, it’s something I'd like to do.  The thought of it appeals to my romantic side; it could be a great way to impress someone, and the idea itself makes me feel excited and curious.","Maintaining a 4.0 GPA is a major goal of mine. To achieve this, I meticulously manage my time, prioritizing my studies over other activities. I’ve always been a high-achiever, and I’m willing to put in the necessary work to succeed. While the workload can feel overwhelming at times, the feeling of accomplishment and the satisfaction of reaching my academic goals makes it all worthwhile.  I find that breaking down larger assignments into smaller, manageable tasks helps me stay on track.","Social interactions can be energizing or draining, depending on the context.  Large, loud parties tend to exhaust me. I prefer smaller, more intimate gatherings with friends where I can have meaningful conversations.  I'm not an introvert, but I find that having moments of solitude are important for recharging.  Knowing this helps me make conscious choices about the social activities I participate in to ensure I have a balanced social life.","I tend to avoid direct conflict. When disagreements arise, I prefer to calmly and rationally discuss the issues at hand and seek compromise. While this might not always be the fastest or most assertive method, I prioritize maintaining relationships over winning every argument. My focus is on finding a solution that respects everyone involved.  Although I have strong opinions, I do value what others have to say.","When feeling stressed, like when facing an overwhelming amount of academic work, I tend to initially feel anxious. However, I usually find solutions to manage this stress by organizing my tasks, making detailed plans and schedules, and breaking large projects into smaller, more manageable tasks. Then I dive in and work until the task is complete.  This methodical approach helps reduce my anxiety and allows me to focus on my studies.",y,y,y,n,n
1243,"Trying new things isn't really my style.  Coming to college and using the ethernet connection for the first time was a big change, and honestly, it felt more like an obligation than a thrilling new experience. I suppose the motivation was simply necessity - assignments required it. Afterward, I was mostly relieved it worked, not particularly excited.","Maintaining good grades has always been a struggle for me. I've tried different time management techniques, but they seldom work.  The freedom of college life has made it even harder.  I sleep through classes sometimes. I find the lack of structure challenging, and the reward – good grades – feels distant and unlikely. I'm not really committed to anything long-term.","Large social gatherings drain me.  The dorm life, while forcing close proximity to peers and their issues, doesn't energize me.  I find the constant face-to-face interactions exhausting, and prefer to process things on my own.  It reinforces my preference for solitude, my need for a lot of alone time.","I try to avoid conflict. The essay mentions seeing problems within my peer group firsthand, which is uncomfortable, but I mostly observe and don't get directly involved. My priority is to maintain peace and avoid confrontation; understanding other people's perspectives isn't high on my list of priorities.",The transition to college life has been stressful and anxiety-inducing.  My initial response was to withdraw a bit – sleeping in and avoiding direct engagement with others.  I haven’t actively sought out methods for managing my anxiety; I’m more likely to passively cope by avoiding the source of stress.,n,n,n,y,y
1244,"I wouldn't say I'm particularly drawn to trying new things; I prefer familiarity and routine.  The essay reflects that. I value stability and predictability in my life.  While I might reluctantly try something new if pressured by a close friend, I’d much rather stick to what I know.","I'm a very goal-oriented person. When I set my mind to something, I meticulously plan every step, creating detailed schedules and checklists. I prioritize tasks and consistently monitor my progress. Even amidst challenges, I maintain focus and adapt my strategies as needed; I am very driven to complete what I set my mind to. This is quite evident in my reactions to the breakup in the essay.",Social interactions can be draining for me.  Large gatherings or overly boisterous environments tend to leave me feeling overwhelmed and exhausted.  I much prefer intimate settings with a few close friends or spending time alone. The essay reflects my internalized feelings when confronted with a social situation.,"While I generally strive to maintain harmony, I can be quite assertive when my values or boundaries are challenged.  In disagreements, I attempt to express my perspective calmly but firmly. My primary goal is mutual understanding and respect, even if it means compromising to achieve some resolution. My essay reflects my attempt at finding resolution and understanding after being hurt.","I tend to be prone to anxiety and emotional distress. When stressed, my initial reaction is often emotional and intense.  However, I recognize the importance of self-regulation, so I usually engage in coping mechanisms such as journaling or spending time alone to calm myself.  I find that processing my emotions and analyzing the situation constructively helps to alleviate my anxiety.  The intensity of my feelings after the breakup is clearly shown in my essay.",n,y,n,y,y
1245,"I guess trying online dating was pretty new. I was motivated by, well, loneliness, I suppose.  It wasn't exactly fulfilling,  more of a curiosity thing.  I don't know if I'd call it positive or negative, more just...meh.","Honestly, I don't really plan things out that much.  I'm pretty spontaneous. I'll start something and then just kind of see where it goes. That's probably why some things remain unfinished. Time management isn't really my strong suit.","Meeting Kristi was definitely energizing.  Just being around her made me feel happy and excited.  It showed me that being with someone I care deeply about is really important to me; a deep connection fuels my energy. Conversely, being at that frat party would've probably been draining.","My roommate's a bit of a weirdo, wearing a hat to watch TV. But, it's his life, I don't really care.  I try to be respectful of people even if I don't understand them. I value getting along with people generally, unless they cross me, like those people I mentioned who wronged me.","Yeah, I'm a nervous wreck. I get stressed pretty easily. The thought of my life falling apart is my primary stressor. Usually, I try to just distract myself; maybe watch some TV or something. Sometimes I just get overwhelmed and that's about it, I get shut down.",y,n,y,y,n
1246,"I'm not sure I'd call it trying something *completely* new, but last year I helped decorate my friend Erin's OU sorority decorations.  It was fun, a nice change of pace from my usual routine, and a little bit outside of my comfort zone in terms of creativity. I was motivated by wanting to help a friend and have a fun experience. Afterwards, I felt satisfied; it was a good creative outlet.","I struggle with long-term goals; I'm more of a ""go with the flow"" type of person.  I don't really plan things out. If a challenge comes up, I usually just deal with it as it arises. If I set a goal, I tend to forget about it. I’m not very organized or focused; maybe that’s why this isn't my strong suit.","Social situations usually drain me.  Spending time with large groups of people leaves me feeling exhausted and needing alone time to recharge.  I prefer smaller, more intimate settings with close friends. This experience helped me to recognize my need for quieter, more introspective time to balance my social interactions.","I have disagreements all the time. For example, I really dislike Kelli and Nicole because they interfere in my friendship with Erin, and I hate how they are taking my friend away from me. I can get upset and express my feelings strongly, but I usually don't confront them directly. My priority is protecting my friendships, even if it means stewing on my frustrations.","I get stressed out easily.  My initial response is usually to worry and overthink, sometimes leading to insomnia. To manage it, I often distract myself with other activities—maybe watching TV or getting some ice cream—or talk things out with a trusted friend.  Ultimately, I'm usually left feeling overwhelmed and exhausted.",y,n,n,n,y
1247,"I wouldn't say I'm someone who actively seeks out completely new experiences.  My life is pretty centered around my relationship with Danny and my studies. While I haven't done anything drastically different lately,  my relationship with Danny itself has been a significant change and a new type of experience in my life. Overall, I cherish the connection we share.","Balancing schoolwork and maintaining my long-distance relationship with Danny requires a lot of planning. I try my best to stay organized, scheduling my study time and making sure to allocate enough time to talk to him every night, even if it means going to bed later. It's challenging sometimes, because I do tend to get tired, but it’s worth it to keep that connection strong.","Spending time with Danny on the phone is incredibly energizing for me.  The connection we have and the way we easily understand each other is truly fulfilling, and I always feel more positive after talking to him.  This shows me that while I can be introspective, strong connections can make my relationships energizing.","My disagreements with Matt are quite frequent.  He doesn't respect my privacy or boundaries and seems determined to pry into my relationship with Danny, even when I ask him not to. I usually try to address the issue directly but often feel irritated by his persistent questions.  My priority is protecting my relationship and my privacy.","Sometimes, when I'm stressed about school or worried about my future with Danny, I find myself feeling overwhelmed.  Usually, I turn to talking with Danny to process my feelings and vent. That is a good way for me to stay calm.  Focusing on my relationship helps me handle those stressful moments.",n,y,y,n,n
1248,"I’m not one for radically new experiences.  I stick to what I know and what's comfortable.  Trying something completely new feels risky and unsettling, and I generally avoid that sort of thing.  The essay reflects this – I'd rather someone else decide what to eat than deal with the stress of choosing.","I'm pretty organized and reliable.  If I set a goal, I break it down into manageable steps and create a timeline.  I use to-do lists and reminders to stay on track.  While I might occasionally procrastinate, I generally see things through.  Meeting deadlines and following through on commitments is important to me. My essay showed a lack of decisiveness, but it wasn't due to a lack of effort in considering possibilities","I enjoy being around people, particularly those close to me.  Spending time with my boyfriend, for example, is usually energizing.  However, large or unfamiliar social situations can drain me.  I need time alone to recharge afterward.  I prefer deeper connections with fewer people to a large, shallow pool of acquaintances.","Disagreements aren't my favorite. I tend to avoid conflict.  If I find myself at odds with someone, I'll try to find common ground or let the issue slide, even if it means compromising my own preferences.  I value harmony and smooth interactions more than winning an argument.  The essay’s frustration stems from the simple fact my boyfriend wouldn’t choose for me.","I tend to worry and overthink things.  Decisions, even simple ones like choosing dinner, can become stressful.  I get easily overwhelmed by indecision and lack of clarity, resorting to others rather than making decisions myself.  When stressed, I might become irritable or withdrawn.  My response is often to avoid the source of stress.",n,y,y,n,y
1249,"I've always been drawn to new experiences, and starting college was the ultimate example.  Moving away from home and attending UT Austin, a huge university with a vibrant campus, completely changed my perspective. The sheer novelty of it all, from navigating a new city to meeting so many different people, was both exciting and slightly overwhelming, but ultimately invigorating. I'm eager to explore all the opportunities this new environment offers.","Balancing pledgeship, the business honors program, and maintaining a high GPA is my current major challenge, requiring intense time management.  I've created a detailed schedule, prioritizing my studies and allotting specific times for pledgeship activities.  It’s demanding, but my commitment to academic success and the long-term benefits of BHP motivate me to stay on track, even when it's difficult.  The reward will be worth the struggle.","While I'm excited about the social aspects of college, large social gatherings can leave me feeling drained. The energy of a massive party, for example, isn’t something that invigorates me.  I prefer smaller, more intimate settings where I can connect with a few people meaningfully rather than being overwhelmed by a crowd.  This experience solidifies my preference for quality over quantity in my social interactions.","I haven't encountered significant disagreements yet, but I imagine any conflict would be handled with a focus on understanding the other person's perspective.  I value open communication and finding common ground, prioritizing a respectful resolution over winning an argument. My goal would be to preserve the relationship while addressing the issue at hand fairly.","The pressure to succeed academically and maintain a good standing in my fraternity is my primary source of anxiety. This is making me nervous, but I’ve tried to tackle this by creating detailed plans and breaking large tasks into smaller, manageable steps.  Focusing on my goals and utilizing time management techniques helps to mitigate the stress and maintain a sense of control, preventing me from getting too anxious.",y,y,n,y,n
1250,"I've never been one for trying new things, honestly.  Sticking to what I know feels safer. The thought of venturing outside my comfort zone is more anxiety-inducing than appealing.  I much prefer familiar routines and environments.","Goals?  I struggle with sustained effort.  My time management is...flexible, let's say.  I often find myself putting things off until the last minute, fueled by panic rather than planning.  Staying committed is a huge challenge; my priorities shift easily, and I get easily sidetracked, especially when faced with stressful situations.",Being around lots of people is exhausting.  Large social gatherings leave me drained and craving solitude.  Even casual conversations can feel like a lot of work sometimes. I value deep connections with a few close friends more than superficial interactions with many people.,"Disagreements are tough. I tend to avoid confrontation, prioritizing keeping the peace over expressing my own perspective directly.  Often, I'll just let things slide rather than create further conflict, even if I'm not entirely happy with the outcome.","Stress and anxiety are constant companions.  My initial response is usually avoidance and worry.  To manage it, I often try to distract myself, sometimes unsuccessfully.  Seeking comfort from others is important but can inadvertently lead to further complications as I'm overly reliant on other's validation to regulate my emotions.",n,n,n,n,y
1251,"I recently decided to try drawing football tickets, something completely outside my usual activities.  I was motivated by the need to secure tickets for the UT vs. OU game, and while the initial attempt wasn't successful (they told me to come back later), the whole experience felt exciting and productive.  I ended up getting the tickets later, which was rewarding.","Getting my new apartment organized after a month of homelessness was a huge goal that demanded a lot of effort.  I prioritized getting things done (dentist appointment, bills paid, etc.) methodically throughout the day, breaking it down into manageable tasks. Though feeling disorganized and stressed was challenging, the sense of accomplishment from getting everything done, even after a chaotic few weeks, was incredibly rewarding.","Going to see a band with my friends tonight is something that energizes me.  The anticipation, the shared excitement, and the collective energy of the concert are all huge parts of this.  I thrive in social situations with my close friends, finding it fulfilling and reaffirming.","The essay doesn't show any major conflict, but my tendency to prioritize my own plans and goals suggests I might have difficulty prioritizing others' needs in conflict.  I may need to work on that area of my life.","The stress of homelessness and the pressure of getting everything done is a prime example. Initially, I responded with a kind of frantic energy—trying to accomplish lots of tasks. Then I moved into organized lists and a plan for the next day.  Music and exercise (planning a run) helps regulate my emotions and generally keep stress in check.",y,y,y,n,y
1252,"I don't consider myself particularly open to new experiences.  While I went to a concert on 6th Street, it was more out of obligation (work) than a desire to explore something new.  The experience itself was overwhelmingly negative due to the physical discomfort, leading me to vow never to repeat it.  Overall, I tend to stick to what I know.","Saving for a down payment on a new car is a major goal requiring sustained effort.  I'm trying to balance work, school, and saving, but I’m struggling.  Time management is a weakness; I procrastinate on studying, prioritizing immediate needs like sleep and work. Although I recognize the need for good grades to get financial assistance for the car, my inconsistent effort highlights my struggle with prioritization and self-discipline.  The reward would be a new car, but the challenge is managing everything else.","Working the Matchbox 20 concert is a social experience, but it's more of a job than a purely social event. The interaction is draining because I'm exhausted. I am energized by close relationships but large crowds, especially when I'm tired, are not my thing. I need my alone time to recharge.  This reinforces my preference for smaller, more intimate gatherings.","I haven't had many explicit disagreements in the essay; however, the general tone reflects a low agreeableness. My complaints about 6th Street and my lack of effort in school suggest a resistance to compromise and external expectations.  I prioritize my immediate needs and desires over external pressures, suggesting a less agreeable approach to conflict.","My essay is full of stress and anxiety.  The blisters, the work schedule, the concert, and even the laundry all contribute to my feeling overwhelmed.  My initial response to stress is often avoidance (wanting to sleep), but I’m also trying to manage this through prioritizing tasks (laundry, studying).  I use these tasks as a way of coping, although effectively managing my emotions remains a struggle.",n,y,y,n,y
